run_id,date,plan_id,branch,commit,tag,firmware_version,ha_config_version,analysis_version,workload,protocol,topology,interference,load_level,node_count,interval_ms,timestamp_source,run_path,status,notes,pipeline_version,is_baseline,comparison_group,run_type,replicate_id,baseline_ref,interval_nominal_ms,interval_jitter_ms,iperf_profile,ap_model,ap_firmware,ap_channel_mode,ap_channel,ap_width_mhz,ap_control_sideband,ap_rf_source
R760,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R760,complete,recommended W2 power extension; 8s control rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_8s,control,rep3,,,,,,,,,,,
R761,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R761,complete,recommended W2 power extension; 8s telemetry rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_8s,telemetry,rep3,,,,,,,,,,,
R762,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R762,complete,recommended W2 power extension; 9s control rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_9s,control,rep3,,,,,,,,,,,
R763,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R763,complete,recommended W2 power extension; 9s telemetry rep3; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_9s,telemetry,rep3,,,,,,,,,,,
R764,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R764,complete,recommended W2 power extension; 10s telemetry rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_10s,telemetry,rep4,,,,,,,,,,,
R765,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R765,complete,recommended W2 power extension; 10s control rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_10s,control,rep4,,,,,,,,,,,
R766,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R766,complete,recommended W2 power extension; 0.5s telemetry rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_0.5s,telemetry,rep4,,,,,,,,,,,
R767,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R767,complete,recommended W2 power extension; 0.5s control rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_0.5s,control,rep4,,,,,,,,,,,
R768,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R768,complete,recommended W2 power extension; 1s telemetry rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_1s,telemetry,rep4,,,,,,,,,,,
R769,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R769,complete,recommended W2 power extension; 1s control rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_1s,control,rep4,,,,,,,,,,,
R770,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R770,complete,recommended W2 power extension; 5s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_5s,control,rep5,,,,,,,,,,,
R771,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R771,complete,recommended W2 power extension; 5s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_5s,telemetry,rep5,,,,,,,,,,,
R772,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R772,complete,recommended W2 power extension; 8s telemetry rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_8s,telemetry,rep4,,,,,,,,,,,
R773,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R773,complete,recommended W2 power extension; 8s control rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_8s,control,rep4,,,,,,,,,,,
R774,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R774,complete,recommended W2 power extension; 9s telemetry rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_9s,telemetry,rep4,,,,,,,,,,,
R775,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R775,complete,recommended W2 power extension; 9s control rep4; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_9s,control,rep4,,,,,,,,,,,
R776,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R776,complete,recommended W2 power extension; 10s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_10s,control,rep5,,,,,,,,,,,
R777,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R777,complete,recommended W2 power extension; 10s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_10s,telemetry,rep5,,,,,,,,,,,
R778,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R778,complete,recommended W2 power extension; 0.5s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_0.5s,control,rep5,,,,,,,,,,,
R779,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R779,complete,recommended W2 power extension; 0.5s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_0.5s,telemetry,rep5,,,,,,,,,,,
R780,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R780,complete,recommended W2 power extension; 1s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_1s,control,rep5,,,,,,,,,,,
R781,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R781,complete,recommended W2 power extension; 1s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_1s,telemetry,rep5,,,,,,,,,,,
R782,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R782,complete,recommended W2 power extension; 5s telemetry rep6; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_5s,telemetry,rep6,,,,,,,,,,,
R783,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R783,complete,recommended W2 power extension; 5s control rep6; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_5s,control,rep6,,,,,,,,,,,
R784,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R784,complete,recommended W2 power extension; 8s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_8s,control,rep5,,,,,,,,,,,
R785,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R785,complete,recommended W2 power extension; 8s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_8s,telemetry,rep5,,,,,,,,,,,
R786,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R786,complete,recommended W2 power extension; 9s control rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_9s,control,rep5,,,,,,,,,,,
R787,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R787,complete,recommended W2 power extension; 9s telemetry rep5; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_9s,telemetry,rep5,,,,,,,,,,,
R788,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R788,complete,recommended W2 power extension; 3s telemetry rep6; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,telemetry,rep6,,,,,,,,,,,
R789,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R789,complete,recommended W2 power extension; 3s control rep6; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,control,rep6,,,,,,,,,,,
R790,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R790,complete,recommended W2 power extension; 7s telemetry rep6; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,telemetry,rep6,,,,,,,,,,,
R791,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R791,complete,recommended W2 power extension; 7s control rep6; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,control,rep6,,,,,,,,,,,
R792,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R792,complete,recommended W2 power extension; 4s telemetry rep8; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_4s,telemetry,rep8,,,,,,,,,,,
R793,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R793,complete,recommended W2 power extension; 4s control rep8; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_4s,control,rep8,,,,,,,,,,,
R794,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R794,complete,recommended W2 power extension; 3s control rep7; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,control,rep7,,,,,,,,,,,
R795,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R795,complete,recommended W2 power extension; 3s telemetry rep7; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,telemetry,rep7,,,,,,,,,,,
R796,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R796,complete,recommended W2 power extension; 7s control rep7; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,control,rep7,,,,,,,,,,,
R797,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R797,complete,recommended W2 power extension; 7s telemetry rep7; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,telemetry,rep7,,,,,,,,,,,
R798,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R798,complete,recommended W2 power extension; 4s control rep9; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_4s,control,rep9,,,,,,,,,,,
R799,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R799,complete,recommended W2 power extension; 4s telemetry rep9; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_4s,telemetry,rep9,,,,,,,,,,,
R800,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R800,complete,recommended W2 power extension; 3s telemetry rep8; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,telemetry,rep8,,,,,,,,,,,
R801,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R801,complete,recommended W2 power extension; 3s control rep8; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,control,rep8,,,,,,,,,,,
R802,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R802,complete,recommended W2 power extension; 7s telemetry rep8; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,telemetry,rep8,,,,,,,,,,,
R803,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R803,complete,recommended W2 power extension; 7s control rep8; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,control,rep8,,,,,,,,,,,
R804,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R804,complete,recommended W2 power extension; 3s control rep9; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,control,rep9,,,,,,,,,,,
R805,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R805,complete,recommended W2 power extension; 3s telemetry rep9; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_3s,telemetry,rep9,,,,,,,,,,,
R806,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R806,complete,recommended W2 power extension; 7s control rep9; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,control,rep9,,,,,,,,,,,
R807,08/05/2026,W2_STATS_EXTENDED,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R807,complete,recommended W2 power extension; 7s telemetry rep9; target 6-pair floor and 10-pair key intervals; alternating pair order,0.4.8,FALSE,W2_7s,telemetry,rep9,,,,,,,,,,,
R808,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R808,complete,firmware-0.5 confirmatory W2 10-pair extension; 0.5s telemetry rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_0.5s,telemetry,rep6,,,,,,,,,,,
R809,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R809,complete,firmware-0.5 confirmatory W2 10-pair extension; 0.5s control rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_0.5s,control,rep6,,,,,,,,,,,
R810,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R810,complete,firmware-0.5 confirmatory W2 10-pair extension; 1s telemetry rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_1s,telemetry,rep6,,,,,,,,,,,
R811,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,1000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R811,complete,firmware-0.5 confirmatory W2 10-pair extension; 1s control rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_1s,control,rep6,,,,,,,,,,,
R812,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R812,complete,firmware-0.5 confirmatory W2 10-pair extension; 2s telemetry rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_2s,telemetry,rep6,,,,,,,,,,,
R813,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,2000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R813,complete,firmware-0.5 confirmatory W2 10-pair extension; 2s control rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_2s,control,rep6,,,,,,,,,,,
R814,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R814,complete,firmware-0.5 confirmatory W2 10-pair extension; 3s telemetry rep10; balanced round 1; alternating pair order,0.4.8,FALSE,W2_3s,telemetry,rep10,,,,,,,,,,,
R815,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,3000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R815,complete,firmware-0.5 confirmatory W2 10-pair extension; 3s control rep10; balanced round 1; alternating pair order,0.4.8,FALSE,W2_3s,control,rep10,,,,,,,,,,,
R816,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R816,complete,firmware-0.5 confirmatory W2 10-pair extension; 4s telemetry rep10; balanced round 1; alternating pair order,0.4.8,FALSE,W2_4s,telemetry,rep10,,,,,,,,,,,
R817,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,4000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R817,complete,firmware-0.5 confirmatory W2 10-pair extension; 4s control rep10; balanced round 1; alternating pair order,0.4.8,FALSE,W2_4s,control,rep10,,,,,,,,,,,
R818,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R818,complete,firmware-0.5 confirmatory W2 10-pair extension; 5s control rep7; balanced round 1; alternating pair order,0.4.8,FALSE,W2_5s,control,rep7,,,,,,,,,,,
R819,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,5000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R819,complete,firmware-0.5 confirmatory W2 10-pair extension; 5s telemetry rep7; balanced round 1; alternating pair order,0.4.8,FALSE,W2_5s,telemetry,rep7,,,,,,,,,,,
R820,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R820,complete,firmware-0.5 confirmatory W2 10-pair extension; 6s telemetry rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_6s,telemetry,rep6,,,,,,,,,,,
R821,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,6000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R821,complete,firmware-0.5 confirmatory W2 10-pair extension; 6s control rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_6s,control,rep6,,,,,,,,,,,
R822,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R822,complete,firmware-0.5 confirmatory W2 10-pair extension; 7s telemetry rep10; balanced round 1; alternating pair order,0.4.8,FALSE,W2_7s,telemetry,rep10,,,,,,,,,,,
R823,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,7000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R823,complete,firmware-0.5 confirmatory W2 10-pair extension; 7s control rep10; balanced round 1; alternating pair order,0.4.8,FALSE,W2_7s,control,rep10,,,,,,,,,,,
R824,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R824,complete,firmware-0.5 confirmatory W2 10-pair extension; 8s telemetry rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_8s,telemetry,rep6,,,,,,,,,,,
R825,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,8000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R825,complete,firmware-0.5 confirmatory W2 10-pair extension; 8s control rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_8s,control,rep6,,,,,,,,,,,
R826,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R826,complete,firmware-0.5 confirmatory W2 10-pair extension; 9s telemetry rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_9s,telemetry,rep6,,,,,,,,,,,
R827,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,9000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R827,complete,firmware-0.5 confirmatory W2 10-pair extension; 9s control rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_9s,control,rep6,,,,,,,,,,,
R828,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R828,complete,firmware-0.5 confirmatory W2 10-pair extension; 10s telemetry rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_10s,telemetry,rep6,,,,,,,,,,,
R829,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,10000,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R829,complete,firmware-0.5 confirmatory W2 10-pair extension; 10s control rep6; balanced round 1; alternating pair order,0.4.8,FALSE,W2_10s,control,rep6,,,,,,,,,,,
R830,08/05/2026,W2_FW050_10PAIR,testbed-dev,0495f8a,,0.5.0,0.3.0,0.4.5,W2,wifi,near,quiet,single,1,500,ESP32 t_local_us + serial_power + MQTT_event,experiments/runs/R830,complete,firmware-0.5 confirmatory W2 10-pair extension; 0.5s control rep7; balanced round 2; alternating pair order,0.4.8,FALSE,W2_0.5s,control,rep7,,,,,,,,,,,
